resource,lifecycle_transition,activity,timestamp,case_registration_date,case_id,amount_requested
112,COMPLETE,A_PARTLYSUBMITTED,2011-10-20 23:03:14.046000+00:00,2011-10-20 23:03:07.941000+00:00,178739,25000
112,COMPLETE,A_SUBMITTED,2012-02-17 11:05:05.950000+00:00,2012-02-17 11:05:05.950000+00:00,210338,10000
10609,COMPLETE,W_Valideren aanvraag,2011-12-19 08:22:41.787000+00:00,2011-11-30 19:36:33.523000+00:00,190240,5000
11201,COMPLETE,W_Nabellen offertes,2011-10-21 19:52:04.725000+00:00,2011-10-13 14:53:15.302000+00:00,176714,25000
10933,START,W_Nabellen offertes,2012-02-23 20:44:08.100000+00:00,2012-02-03 11:29:07.576000+00:00,206201,25000
10912,START,W_Valideren aanvraag,2012-02-21 12:44:47.110000+00:00,2012-01-24 10:35:42.136000+00:00,203504,10000
11122,START,W_Nabellen offertes,2011-11-09 19:44:56.078000+00:00,2011-11-09 18:15:07.487000+00:00,183543,21000
11009,START,W_Afhandelen leads,2012-02-13 14:27:16.566000+00:00,2012-02-13 13:59:16.748000+00:00,208826,1000
112,COMPLETE,A_DECLINED,2012-02-21 09:34:30.487000+00:00,2012-02-21 09:33:47.385000+00:00,211369,15000
112,COMPLETE,A_SUBMITTED,2012-02-20 17:21:29.906000+00:00,2012-02-20 17:21:29.905000+00:00,211209,20000
11181,COMPLETE,W_Nabellen offertes,2011-12-23 18:03:40.442000+00:00,2011-12-03 22:23:33.464000+00:00,191043,10000
,START,W_Completeren aanvraag,2011-11-11 14:30:38.532000+00:00,2011-11-10 14:55:54.231000+00:00,184012,10000
10861,START,W_Completeren aanvraag,2011-10-28 11:25:36.995000+00:00,2011-10-27 20:45:31.952000+00:00,180391,25000
11169,START,W_Afhandelen leads,2012-01-17 09:17:44.837000+00:00,2012-01-16 21:02:58.650000+00:00,201496,35000
11019,COMPLETE,W_Nabellen offertes,2011-12-27 09:16:18.034000+00:00,2011-12-06 10:39:04.706000+00:00,191617,16000
112,COMPLETE,A_DECLINED,2011-11-12 22:22:29.062000+00:00,2011-11-12 22:21:55.674000+00:00,184892,2000
11179,COMPLETE,O_SELECTED,2012-02-01 15:14:14.396000+00:00,2012-01-31 20:29:53.897000+00:00,205415,13000
11200,COMPLETE,O_SELECTED,2011-11-18 17:18:56.809000+00:00,2011-11-18 14:29:14.997000+00:00,187025,17500
10609,COMPLETE,A_REGISTERED,2011-11-15 12:50:28.812000+00:00,2011-10-01 19:05:56.897000+00:00,173784,5000
11003,COMPLETE,A_FINALIZED,2011-12-29 18:48:48.961000+00:00,2011-12-28 20:03:54.474000+00:00,196207,15000
,COMPLETE,W_Afhandelen leads,2011-11-11 12:19:23.631000+00:00,2011-11-11 11:51:47.118000+00:00,184481,50000
10931,COMPLETE,A_PREACCEPTED,2011-12-03 10:40:34.952000+00:00,2011-12-03 00:06:30.429000+00:00,190851,5000
11203,START,W_Completeren aanvraag,2012-01-06 20:13:48.305000+00:00,2012-01-04 14:32:05.245000+00:00,197924,5000
10909,START,W_Completeren aanvraag,2012-02-25 13:54:07.412000+00:00,2012-02-25 11:54:32.284000+00:00,212704,25000
112,SCHEDULE,W_Afhandelen leads,2011-10-28 09:13:26.678000+00:00,2011-10-28 09:12:03.519000+00:00,180442,5000
112,COMPLETE,A_PREACCEPTED,2011-11-29 10:38:49.239000+00:00,2011-11-29 10:38:05.294000+00:00,189772,20000
10909,START,W_Nabellen offertes,2012-02-11 10:17:19.721000+00:00,2012-01-11 18:32:55.258000+00:00,199974,30000
11189,START,W_Completeren aanvraag,2011-11-24 10:19:21.426000+00:00,2011-11-24 09:51:50.957000+00:00,188657,24362
11002,COMPLETE,O_SELECTED,2011-11-07 15:51:35.314000+00:00,2011-11-07 14:55:50.252000+00:00,182834,10000
10889,COMPLETE,W_Afhandelen leads,2011-11-01 16:47:18.944000+00:00,2011-11-01 16:22:10.726000+00:00,181363,25000
112,SCHEDULE,W_Completeren aanvraag,2011-12-19 21:16:24.281000+00:00,2011-12-19 21:15:48.503000+00:00,194562,25000
10929,COMPLETE,W_Nabellen incomplete dossiers,2011-12-02 12:59:48.154000+00:00,2011-11-14 17:52:45.360000+00:00,185279,5000
11119,COMPLETE,O_SELECTED,2012-01-10 20:23:59.824000+00:00,2012-01-10 16:23:09.532000+00:00,199624,15000
11181,COMPLETE,O_SELECTED,2012-01-28 13:39:32.239000+00:00,2012-01-12 00:26:04.236000+00:00,200103,10000
10913,COMPLETE,W_Nabellen incomplete dossiers,2011-10-21 17:40:33.436000+00:00,2011-10-04 23:22:39.434000+00:00,174559,10000
10629,COMPLETE,W_Valideren aanvraag,2012-02-13 10:16:37.629000+00:00,2012-02-02 17:35:18.180000+00:00,205960,5000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-06 16:19:30.727000+00:00,2012-02-06 16:19:30.478000+00:00,206835,15000
10861,SCHEDULE,W_Nabellen offertes,2012-02-14 19:14:32.227000+00:00,2012-02-13 17:41:23.819000+00:00,209000,50000
11181,START,W_Nabellen offertes,2011-12-28 19:25:58.232000+00:00,2011-12-14 19:03:43.868000+00:00,193608,15000
10138,COMPLETE,W_Valideren aanvraag,2012-02-16 20:44:27.007000+00:00,2012-01-14 22:13:01.699000+00:00,200982,25000
11302,START,W_Completeren aanvraag,2012-02-24 19:17:27.555000+00:00,2012-02-18 09:31:22.218000+00:00,210554,6500
11189,START,W_Completeren aanvraag,2011-10-06 09:08:03.261000+00:00,2011-10-05 21:09:57.132000+00:00,174926,7500
11019,START,W_Completeren aanvraag,2011-12-16 18:47:21.459000+00:00,2011-12-14 22:40:15.571000+00:00,193680,5000
10861,START,W_Nabellen offertes,2011-11-09 12:29:55.197000+00:00,2011-11-01 21:40:23.797000+00:00,181450,15000
10909,START,W_Nabellen incomplete dossiers,2012-01-07 11:17:09.622000+00:00,2011-12-01 09:54:00.584000+00:00,190354,20000
10913,SCHEDULE,W_Nabellen offertes,2011-11-14 18:36:50.889000+00:00,2011-10-17 19:25:28.756000+00:00,177618,8000
112,COMPLETE,A_CANCELLED,2011-12-18 09:15:37.709000+00:00,2011-11-17 07:18:03.379000+00:00,186139,5000
11169,START,W_Nabellen incomplete dossiers,2012-02-28 18:42:50.619000+00:00,2012-02-12 13:51:39.364000+00:00,208577,50000
112,COMPLETE,A_PARTLYSUBMITTED,2012-02-26 11:36:18.604000+00:00,2012-02-26 11:36:18.276000+00:00,212914,10000
10929,START,W_Nabellen incomplete dossiers,2011-12-07 12:27:56.576000+00:00,2011-11-28 14:27:38.854000+00:00,189550,36505
11179,START,W_Nabellen offertes,2012-02-08 11:30:08.216000+00:00,2011-12-28 13:05:02.492000+00:00,196045,10000
112,COMPLETE,A_SUBMITTED,2012-02-10 19:50:23.463000+00:00,2012-02-10 19:50:23.463000+00:00,208262,3500
10929,START,W_Nabellen offertes,2012-01-14 10:09:07.267000+00:00,2012-01-10 22:40:20.395000+00:00,199762,26000
10809,COMPLETE,W_Nabellen incomplete dossiers,2011-10-03 14:36:30.420000+00:00,2011-10-03 13:26:26.927000+00:00,174084,8400
112,SCHEDULE,W_Completeren aanvraag,2011-11-27 11:39:35.124000+00:00,2011-11-27 11:38:57.678000+00:00,189286,5000
10138,START,W_Valideren aanvraag,2012-01-13 13:51:10.163000+00:00,2012-01-03 15:37:46.266000+00:00,197590,32000
112,SCHEDULE,W_Afhandelen leads,2011-11-09 12:45:37.325000+00:00,2011-11-09 12:44:42.500000+00:00,183426,15000
112,COMPLETE,A_PREACCEPTED,2011-11-01 10:24:35.146000+00:00,2011-11-01 10:23:58.998000+00:00,181240,5000
112,SCHEDULE,W_Completeren aanvraag,2011-12-13 08:05:05.805000+00:00,2011-12-13 08:04:17.540000+00:00,193159,30000
11019,COMPLETE,O_SENT,2012-02-21 18:21:17.416000+00:00,2012-02-18 20:44:45.601000+00:00,210701,6000
11189,COMPLETE,W_Completeren aanvraag,2011-12-08 16:23:53.344000+00:00,2011-12-08 15:19:03.596000+00:00,192262,28000
10809,COMPLETE,O_SELECTED,2012-02-22 11:29:47.193000+00:00,2012-02-07 20:50:17.187000+00:00,207281,20000
11002,COMPLETE,W_Completeren aanvraag,2011-11-30 18:32:23.827000+00:00,2011-11-30 17:53:07.410000+00:00,190216,5000
112,SCHEDULE,W_Completeren aanvraag,2012-02-25 20:13:40.103000+00:00,2012-02-25 20:13:02.086000+00:00,212842,5000
10899,COMPLETE,O_SENT_BACK,2012-01-17 10:27:19.936000+00:00,2011-12-29 16:37:37.648000+00:00,196470,10000
10889,COMPLETE,W_Nabellen offertes,2012-02-01 18:24:43.842000+00:00,2012-01-24 16:50:19.016000+00:00,203630,6000
,COMPLETE,W_Nabellen offertes,2012-01-25 20:30:05.078000+00:00,2011-12-29 11:26:20.497000+00:00,196341,10000
10899,START,W_Nabellen offertes,2011-12-21 10:21:30.273000+00:00,2011-12-13 09:43:48.905000+00:00,193171,9750
10933,START,W_Nabellen offertes,2012-03-08 20:53:33.703000+00:00,2012-02-26 11:36:18.276000+00:00,212914,10000
112,COMPLETE,A_PREACCEPTED,2011-10-19 19:13:08.416000+00:00,2011-10-19 19:12:35.476000+00:00,178350,3500
112,SCHEDULE,W_Afhandelen leads,2011-12-01 14:58:23.587000+00:00,2011-12-01 14:57:51.422000+00:00,190489,9000
10912,COMPLETE,O_SELECTED,2012-01-30 19:39:44.310000+00:00,2012-01-30 18:47:25.912000+00:00,205086,12000
112,SCHEDULE,W_Afhandelen leads,2011-10-06 12:44:19.716000+00:00,2011-10-06 12:44:02.492000+00:00,175057,14226
10932,COMPLETE,W_Completeren aanvraag,2012-02-13 11:53:22.531000+00:00,2012-01-22 22:10:05.554000+00:00,203076,7500
11003,COMPLETE,W_Completeren aanvraag,2012-01-16 13:37:24.412000+00:00,2012-01-14 01:22:29.512000+00:00,200775,6000
10861,COMPLETE,W_Afhandelen leads,2012-02-15 09:08:20.397000+00:00,2012-02-14 21:17:27.225000+00:00,209458,5000
112,COMPLETE,A_SUBMITTED,2012-01-26 16:06:31.875000+00:00,2012-01-26 16:06:31.875000+00:00,204260,20000
11203,START,W_Completeren aanvraag,2011-11-05 10:22:52.999000+00:00,2011-10-31 15:22:39.161000+00:00,181025,3600
11169,COMPLETE,W_Afhandelen leads,2011-11-16 10:16:07.271000+00:00,2011-11-16 09:56:06.885000+00:00,185768,9000
10138,COMPLETE,A_ACTIVATED,2011-12-23 14:11:11.103000+00:00,2011-12-07 11:23:15.830000+00:00,191881,15000
10809,COMPLETE,O_ACCEPTED,2011-11-03 10:41:45.778000+00:00,2011-10-24 17:17:19.637000+00:00,179504,13000
,COMPLETE,W_Completeren aanvraag,2011-11-11 10:02:51.430000+00:00,2011-11-10 15:38:31.187000+00:00,184057,2000
10913,COMPLETE,W_Nabellen incomplete dossiers,2012-01-18 14:54:40.195000+00:00,2011-12-16 10:35:17.639000+00:00,193974,10000
10929,COMPLETE,W_Nabellen offertes,2012-01-03 14:30:49.118000+00:00,2012-01-03 13:57:06.426000+00:00,197533,6000
10933,START,W_Completeren aanvraag,2012-01-31 11:52:35.031000+00:00,2012-01-31 11:51:16.027000+00:00,205256,30000
,START,W_Nabellen offertes,2011-12-10 10:52:40.719000+00:00,2011-11-30 08:45:24.598000+00:00,190048,9000
,SCHEDULE,W_Valideren aanvraag,2011-10-31 11:03:57.358000+00:00,2011-10-21 15:34:00.349000+00:00,178894,5000
11181,START,W_Completeren aanvraag,2011-12-30 20:13:45.867000+00:00,2011-12-24 15:02:31.348000+00:00,195494,5000
112,COMPLETE,A_SUBMITTED,2012-01-16 17:48:11.968000+00:00,2012-01-16 17:48:11.967000+00:00,201421,700
11002,COMPLETE,W_Nabellen incomplete dossiers,2011-10-20 18:05:59.346000+00:00,2011-10-06 19:29:14.524000+00:00,175147,10000
11121,COMPLETE,W_Afhandelen leads,2012-01-25 14:48:14.909000+00:00,2012-01-25 13:59:37.129000+00:00,203928,9000
11119,SCHEDULE,W_Nabellen offertes,2012-01-04 18:13:23.998000+00:00,2012-01-04 12:30:31.272000+00:00,197879,9872
11189,COMPLETE,W_Completeren aanvraag,2011-12-13 11:06:08.734000+00:00,2011-12-13 10:50:44.366000+00:00,193186,7500
11300,COMPLETE,W_Completeren aanvraag,2012-02-29 11:55:11.440000+00:00,2012-02-29 04:05:31.500000+00:00,213969,50000
11300,COMPLETE,W_Nabellen offertes,2012-02-29 14:20:51.902000+00:00,2012-02-20 18:21:28.538000+00:00,211242,20000
10933,COMPLETE,W_Completeren aanvraag,2012-02-01 18:21:28.762000+00:00,2012-01-31 17:03:33.517000+00:00,205349,16500
10863,COMPLETE,A_DECLINED,2012-02-27 19:01:41.780000+00:00,2012-02-27 19:00:12.635000+00:00,213447,6500
112,COMPLETE,A_SUBMITTED,2012-01-16 10:29:02.724000+00:00,2012-01-16 10:29:02.724000+00:00,201250,6000
112,SCHEDULE,W_Afhandelen leads,2011-10-05 13:33:07.623000+00:00,2011-10-05 13:32:25.592000+00:00,174713,5000
112,COMPLETE,A_PREACCEPTED,2011-11-27 02:08:34.666000+00:00,2011-11-27 02:07:52.401000+00:00,189262,11000
10809,COMPLETE,W_Valideren aanvraag,2011-12-02 10:41:22.472000+00:00,2011-11-16 10:03:46.776000+00:00,185771,6000
,START,W_Nabellen offertes,2011-12-10 14:37:02.115000+00:00,2011-12-02 13:23:36.717000+00:00,190731,15000
11019,COMPLETE,O_SELECTED,2012-02-21 13:59:22.637000+00:00,2012-02-17 10:29:25.970000+00:00,210332,7250
11009,COMPLETE,W_Completeren aanvraag,2011-10-17 09:18:12.107000+00:00,2011-10-17 09:08:39.414000+00:00,177402,7500
10939,COMPLETE,W_Nabellen incomplete dossiers,2011-10-22 11:06:58.804000+00:00,2011-10-07 14:08:48.101000+00:00,175353,7000
,COMPLETE,W_Afhandelen leads,2011-10-24 09:48:59.860000+00:00,2011-10-23 15:48:42.332000+00:00,179242,12000
11181,COMPLETE,W_Nabellen incomplete dossiers,2011-12-30 17:42:07.812000+00:00,2011-11-07 14:35:49.151000+00:00,182828,13000
11179,COMPLETE,W_Completeren aanvraag,2012-02-01 11:31:25.681000+00:00,2012-01-31 22:11:59.510000+00:00,205465,22500
10899,COMPLETE,W_Nabellen offertes,2012-03-12 13:36:06.423000+00:00,2012-02-26 11:48:17.053000+00:00,212917,18000
11259,SCHEDULE,W_Valideren aanvraag,2012-02-09 16:33:10.292000+00:00,2012-01-07 16:15:07.918000+00:00,198834,22000
11189,COMPLETE,W_Nabellen offertes,2011-11-02 11:07:07.263000+00:00,2011-11-02 09:56:05.117000+00:00,181529,30000
10972,SCHEDULE,W_Nabellen incomplete dossiers,2012-03-02 11:37:25.578000+00:00,2012-02-22 23:20:07.779000+00:00,212009,25000
11121,COMPLETE,W_Completeren aanvraag,2011-11-23 13:36:41.261000+00:00,2011-11-22 10:04:50.348000+00:00,188020,5000
11003,START,W_Nabellen offertes,2012-03-08 16:00:41.234000+00:00,2012-02-27 23:42:58.762000+00:00,213575,30000
10881,START,W_Nabellen offertes,2012-01-30 19:11:34.691000+00:00,2012-01-13 23:53:21.224000+00:00,200770,12000
11202,COMPLETE,O_CREATED,2012-01-31 19:50:56.297000+00:00,2012-01-31 16:40:05.835000+00:00,205340,30000
10881,COMPLETE,W_Completeren aanvraag,2012-01-03 16:53:27.568000+00:00,2011-12-27 10:26:14.417000+00:00,195752,75000
11002,COMPLETE,W_Nabellen incomplete dossiers,2011-12-21 09:43:08.179000+00:00,2011-11-08 00:11:42.036000+00:00,183005,27000
,COMPLETE,W_Completeren aanvraag,2012-01-03 13:13:38.539000+00:00,2012-01-03 13:01:33.236000+00:00,197512,7000
10972,SCHEDULE,W_Nabellen incomplete dossiers,2012-01-23 10:34:31.040000+00:00,2012-01-23 10:19:00.965000+00:00,203152,15000
11169,SCHEDULE,W_Completeren aanvraag,2012-01-27 10:02:38.684000+00:00,2012-01-26 20:52:51.473000+00:00,204314,7500
11049,COMPLETE,W_Nabellen incomplete dossiers,2011-11-03 09:47:38.487000+00:00,2011-10-18 19:18:46.825000+00:00,177941,30000
11049,COMPLETE,W_Nabellen incomplete dossiers,2011-11-17 15:25:19.606000+00:00,2011-11-02 16:18:06.992000+00:00,181691,8000
10909,COMPLETE,O_SELECTED,2011-11-17 20:56:34.071000+00:00,2011-11-17 16:54:29.772000+00:00,186439,60000
11169,START,W_Nabellen incomplete dossiers,2011-10-28 12:41:29.938000+00:00,2011-10-17 22:52:01.596000+00:00,177687,5000
10861,COMPLETE,W_Completeren aanvraag,2011-11-02 13:43:08.238000+00:00,2011-11-02 11:42:47.893000+00:00,181583,20000
10982,START,W_Afhandelen leads,2012-01-28 15:09:50.360000+00:00,2012-01-28 14:49:59.951000+00:00,204625,2500
10789,SCHEDULE,W_Valideren aanvraag,2011-11-11 10:55:34.680000+00:00,2011-11-01 13:30:39.574000+00:00,181297,5000
10138,COMPLETE,A_APPROVED,2011-12-14 16:31:31.010000+00:00,2011-12-05 12:29:49.441000+00:00,191326,16000
11121,COMPLETE,W_Nabellen offertes,2011-10-25 20:00:00.827000+00:00,2011-10-25 19:43:58.313000+00:00,179796,37500
11302,COMPLETE,W_Completeren aanvraag,2012-02-18 14:14:04.208000+00:00,2012-02-17 11:05:05.950000+00:00,210338,10000
112,COMPLETE,A_DECLINED,2012-02-24 19:56:41.164000+00:00,2012-02-24 19:56:03.709000+00:00,212587,12000
11122,COMPLETE,W_Nabellen offertes,2012-02-13 18:25:47.407000+00:00,2012-02-06 16:49:19.644000+00:00,206856,15000
112,COMPLETE,A_PREACCEPTED,2012-01-25 11:20:14.045000+00:00,2012-01-25 11:19:36.726000+00:00,203844,8500
11169,COMPLETE,W_Nabellen incomplete dossiers,2012-02-17 16:25:11.552000+00:00,2012-02-02 23:03:15.262000+00:00,206132,30000
11201,COMPLETE,W_Completeren aanvraag,2012-01-17 13:53:29.713000+00:00,2012-01-16 10:50:37.198000+00:00,201259,10000
112,COMPLETE,A_PARTLYSUBMITTED,2011-11-16 16:25:49.027000+00:00,2011-11-16 16:25:48.747000+00:00,185885,12400
112,COMPLETE,A_DECLINED,2012-02-15 10:02:32.107000+00:00,2012-02-15 10:01:56.563000+00:00,209589,4500
11181,COMPLETE,W_Completeren aanvraag,2011-11-08 19:52:59.086000+00:00,2011-11-02 14:02:58.269000+00:00,181652,5000
11179,COMPLETE,O_CREATED,2011-10-11 10:12:37.766000+00:00,2011-10-11 09:42:11.310000+00:00,176134,25000
,SCHEDULE,W_Valideren aanvraag,2011-11-18 12:58:41.360000+00:00,2011-11-13 15:19:35.586000+00:00,184991,20000
11202,COMPLETE,O_CANCELLED,2012-01-27 19:50:51.072000+00:00,2012-01-27 12:35:12.353000+00:00,204421,15000
10912,COMPLETE,O_CREATED,2012-02-04 11:26:19.347000+00:00,2012-02-03 17:04:58.182000+00:00,206315,7000
10939,START,W_Completeren aanvraag,2011-12-20 13:22:36.487000+00:00,2011-12-17 15:41:10.952000+00:00,194233,15000
10629,COMPLETE,W_Valideren aanvraag,2011-11-22 13:31:47.006000+00:00,2011-11-11 16:21:44.243000+00:00,184604,14000
11189,COMPLETE,A_FINALIZED,2011-11-15 09:44:02.128000+00:00,2011-11-15 09:29:34.755000+00:00,185452,7000
10972,START,W_Valideren aanvraag,2011-11-02 12:14:09.694000+00:00,2011-10-20 13:24:27.641000+00:00,178557,20000
11000,SCHEDULE,W_Nabellen offertes,2012-02-16 12:30:42.180000+00:00,2012-02-15 18:23:54.565000+00:00,209814,25000
112,SCHEDULE,W_Afhandelen leads,2011-12-30 14:16:37.454000+00:00,2011-12-30 14:15:56.402000+00:00,196726,25000
112,COMPLETE,A_SUBMITTED,2011-12-30 11:52:19.796000+00:00,2011-12-30 11:52:19.796000+00:00,196696,3000
10861,START,W_Nabellen incomplete dossiers,2011-10-28 11:54:08.801000+00:00,2011-10-17 22:52:01.596000+00:00,177687,5000
10138,COMPLETE,A_ACTIVATED,2012-02-15 15:27:12.310000+00:00,2012-01-07 21:43:12.759000+00:00,198903,4000
10971,COMPLETE,O_CREATED,2011-12-16 13:52:15.418000+00:00,2011-11-23 14:38:29.147000+00:00,188452,8000
10861,COMPLETE,O_SENT,2011-11-09 14:59:33.985000+00:00,2011-11-09 13:17:58.051000+00:00,183432,20000
